,Column1,Groserias,Vulgar,Agresivo,Ofensivo,Unnamed: 0
3125,3125.0,"@NosJamas @FlordeYl Como me aguanta, quien? Cuantos años tienes? Tienes una conversación muy rara, pueril.",0,0,1,
4094,,"#3MesesDelSecuestroDelAvion que nadie me diga que los gringos y sus lacayos, se debe negociar con ellos, nos han perseguido a todos los venezolanos en estos años, nos roban lo nuestro y quieren patotear a nuestra clase política, nosotros somo soberanos",0,0,0,4094.0
1730,,"@luminiux Porque, con esa cara tan bonita y enojada",0,0,0,1730.0
4923,,Lu único que necesitaba eran unas papitas y un helado del McDonalds para mejorar mis ánimos.,0,0,0,4923.0
4691,,"Cosas que me dan risa que no me deberían de dar risa, es ver a la gente con paraguas sin lluvia, solo porque hay sol.",0,0,0,4691.0
4315,4315.0,UN TRUENO + UN RELÁMPAGO EN SAI 🏝️ =  4TRUENOS Y 5RELAMPAGOS JUNTOS EN CERETÉ.,0,0,0,
94,94.0,"@zuldayomar @Josue_0703 @CoralDeMar3 @Apoloskf @cieloazuldecuba @LizyAcosta4 @CamilaGzlez34 @Giro5O @mima_carmen Todas las bajezas en que podía caer un ser humano, a caído este degenerado. Solo falta que caiga en el Seúl o directo al infierno. Si lo llamara un día sería; ALMA NERVIO Y SANGRE DE TODOS LOS LACAYOS DEL DECADENTE IMPERIO DE LA OTAN. HIJO DE SATÁN, ANDRAJO DE CARNE, HESE FECAL.",0,0,0,
2939,,Pues ya nos veremos en las casillas #NiunvotoalPRI y #NiUnVotoAMorena2024 la basura tiende a unirse https://t.co/uDRJp8mVnB,0,0,1,2939.0
1828,1828.0,@soylacotilla @docebolboreta Ella sólo se preocupa de cardarse el nido de pelo que tiene en la cabeza la hortera,0,0,0,
4207,,@Eldiamantenegro Telésforo. Un alumno se llamaba así. Me daba pena ajena llamarle por su nombre,0,0,0,4207.0
464,,Viejo sabroso ✨ https://t.co/hM50ZQHl6z,0,0,0,464.0
1926,,"👩🏻‍⚖️🗣️#Atlixco|  93 años de cárcel a atlixcense por secuestro 
https://t.co/FJtZ9ihS2j",0,0,0,1926.0
2075,2075.0,"Alagranputa loco si no es la policía es la DGI que turcaso de pegones 
Para que me den mi motoro 😡
Ya me hace falta mi rojita",0,0,0,
4081,,"@drpedrocrespo @HLGatell A ver, pregunta seria: ¿Cómo va el diagrama de relaciones causales ""veo un comentario en Twitter ogt; sé por quién vota ogt; estamos en declive ogt; exhortar a ""rectificar""?

En serio, ni la IA más avanzada podría ser entrenada para esto. ¿Qué clase de genio es usted?",1,0,0,4081.0
3699,,"La Dresser fue hoy al Senado de la República con el mismo abrigo rojo con el que fue a hacer el ridículo a La Mañanera.
El hábito sí hace al monje.
@DeniseDresserG",0,0,1,3699.0
5996,,que hipócrita wey jajaja,1,0,1,5996.0
3389,3389.0,"Buenas Tardes Tesoros...

Buen provecho
Dios Bendiga nuestros Alimentos....

Bueno yo aquí con un Sancochado de pollito.
De los que crezco en el ranchito....
Una Bendición.

Mmmm
Gustan ? https://t.co/8Q7xykJUap",0,0,0,
2592,,"...nota de ello y actuar en consecuencia. 

Y, si vas a salir con que México caería en la ingobernabilidad @AngelVerdugoB , solo mira a tu alrededor, eso sucedió desde 2018.

Y, ""asesores de élite"" de @Coparmex , decidieron validar la ilegalidad, hoy sufrimos los efectos.

5/",0,0,0,2592.0
4710,4710.0,"@maikelmanuel @elchiringuitotv curioso, todos apuntan a la mala actitud de cristiano, como ademas viene siendo habitual en todos los clubs que esta, y tu dices que la culpa es de todos los demas.... no se... pero me da que eres mas lameculos de cristiano que la novia española edu aguirre!",1,0,0,
5498,,"@leav_11 Jeje ... ""ladrón que roba a ladrón""... 🤭😉😜",0,0,0,5498.0
2829,2829.0,@JeannyChapeta Penco??!!,0,0,0,
4657,,"¿VAN POR EL ORO? 👀 Les presentamos aquí las 7 películas MEXICANAS a las que deberían prestarles atención, ya que apuntan para representar al país en los Premios #Oscar y los #Goya de 2023 🏆💥

https://t.co/HJUAXhgzTd",0,0,0,4657.0
422,422.0,Qe no falte el vecino flaite qe pone el tarro fuerte a esta hora en el cacharro klio!!  Xuxaesumares DEJEN DORMIR AL PRÓJIMO!!!,0,0,0,
2665,,"La gatada del día fue que a pesar de que llegué temprano al Hospital, una Química con todos los huevos del mundo llega al cubículo donde estaba tomando muestra y me dice “este es mi lugar, busca otro”",1,0,0,2665.0
160,160.0,"Chamo no sé cómo me soporto, sinceramente soy la persona más agueboniada, curiosa, peliona, atorrante, esquizofrénica, mentirosa, imbécil, pajua, mmgva, idiota, pendeja, gafa, mongólica, estresante, ridícula, ignorante, imbécilx2, egoísta, narcisista, estúpida",1,0,0,
2046,2046.0,"@letichelius @parquehundido Los de ABJ fueron y se leyeron un libraco del happiness y lo plasmaron en sus letreros. Cosa + ridícula. 
El happiness o los mensajes positivos surten más efecto cuando caminas junto a un enorme mural, jardines limpios y calles limpias
Eso te revigoriza, 
No un chingado letrero",1,0,1,
2850,2850.0,"@cfalcon3112 ¡Bien hecho! 
Siempre me ha parecido que eso de llenarle cara de torta al cumpleañero es de GENTE MARGINAL, PERRAJE clase 3.",0,1,1,
2681,2681.0,"@luissodupe @andeerr09 Hay tontucos en la vida, pero el primer premio es para ti.
Paleto.",1,0,1,
3849,,"@sonate_bleu mejor ni usar, si hay gente que te guste cerca pues le preguntas la hora sin parecer tonto.... jajaja",0,0,0,3849.0
2246,,"@PFifiona Quién es ese mamarracho?
Parece de alguna funeraria...",0,0,1,2246.0
636,,@babyan00 como cnd tienes muchas ganas d cagar y estás en mitad d un examen :3,1,0,0,636.0
979,,Q pedazo de viejo asqueroso.. Váyase usted a la mierda #FirstDates6S https://t.co/8i1TNN5Mou,0,1,1,979.0
4318,,"@chelbravo ay ojalá ella se ve tan cool, yo solo soy retardada",0,0,1,4318.0
3573,3573.0,"Así sus respuestas:
1.- Estanquillo
2.- Puesto (puestecito)
3.- Tendajo
4.- Cooperativa https://t.co/UXeUGRJLRh",0,0,0,
2436,2436.0,"@elgirasolazul Si, me imagino el nivel de mongólico😂😂😂",0,0,1,
5399,,Jajajaja ese Markito!!!!ahí está tu alianza apá! Te queda grande el saco del #PAN por dignidad deberías renunciar,0,0,0,5399.0
1749,1749.0,"Un hongo y un gusano barrenador afectan los árboles del #PicodeOrizaba 🏔️
https://t.co/NzQJrY3zu6",0,0,0,
2416,2416.0,"-La perra extra de la casa de enfrente me dijo que se quería pelear conmigo por el amor de tu padre que porque no lo merezco, y voy a ir a ponerla en su lugar. Pero tiene un hijo de tu edad, si decide meterse, me podrías ayudar con el mocoso?

Izumi se levantó inmediatamente",0,1,1,
2331,,Me vieron crecer y ahora me quieren coger 🙄,0,0,0,2331.0
4684,4684.0,Joder creo que estoy enfermo o no le veo caso que me sienta tan cansado de no hacer nada.,1,0,0,
1858,1858.0,"@GalaMontes2 El no tiene la culpa, es más bien una victima de la retórica mentirosa de @BeatrizGMuller y de MALO, su papá. La coherencia no es lo suyo. La culpa dice un refrán muy desafortunado por peyorativo pero es buen ejemplo…la culpa no la tiene el indio sino que él lo hizo compadre!”",0,0,0,
3636,,"@alitomorenoc @FaustoMZamorano @UR_Nacional Esperamos que el PRI y tú,   cumplan con México.
Serían unos malandrines  vende patrias si pactan con el pejelagarto y su perversa secta. 
Se trata de México, no de los intereses personales de ustedes o del tipejo.
Muchos creemos en ti para consolidar la alianza, no nos defrauden",0,0,1,3636.0
6043,,@09_alvaro_ callate ya si fue una calle,0,0,0,6043.0
4946,4946.0,"Este pinche gobierno es muy de esos que ni cacha ni picha ni deja batear.
Y ni sabe batear.
Pinche gobierno",0,0,0,
4195,4195.0,"@elrodolfo1 No vale. Tu no eres apatrida.
Tu lo que eres es tremendo cagajon de gente.",1,0,1,
2571,2571.0,"Novelón. Que contrariedad de #LaAcademia un reality donde para lograr una meta de cantar profesionalmente les enseñan que deben prepararse y no solo improvisar y le dieron mucho espacio a TikTokers, que son totalmente lo opuesto. https://t.co/4yU9eAPI8I",0,0,0,
876,,Que desgracia es tener a alguien de ese grado de ineptitud en la cartera de SALUD. 🥴 #laMinistraInepta,0,0,0,876.0
5073,,"@russsb4y Telcel anda de la verga, mano.",1,0,0,5073.0
4676,4676.0,@Isacalerog hostia tia todo bien???,0,0,0,
4856,,"A mí no me crean pero después de la noticia de ayer con respecto de las rampas de acceso al Puente Tuxpan, al parecer a partir del próximo año jamás volveremos a tener una vista como esta.

Y tú ¿qué opinas acerca de la modificación del puente?
🌞🌊🏊‍♂️🏖️🌅🏕️🌴🥥🐟🦀🐢🦎🦜🐰 https://t.co/CpdByHWYG2",0,0,0,4856.0
461,,Es que se pasa el viejo care chimba @lopezobrador_ https://t.co/IzwLzUOJS6,0,0,0,461.0
1924,,"#OPINIÓN | Todo indica que el gobierno negoció con el impresentable “Alito” para cambiarle un probable juicio de desafuero y la cárcel, por su escandaloso pasado delincuencial, a cambio de apoyar militarización.

https://t.co/XNTJZiRnYW",0,0,0,1924.0
5790,,"Eso no es diálogo… Citlali no sabe dialogar, acuérdate cuando casi se traga a @GustavoMadero https://t.co/BtiQPM6VmI",0,0,0,5790.0
1412,1412.0,"Al que ""sometieron"" fue a tu hijo el floripondio comehombre.
👇 https://t.co/8X9dXflm54",0,0,0,
277,277.0,"@AngelPe48543336 @joshgabito @CavoRayado Eso que tiene que ver puñetas ? Ni que en el UNI solo se llenará los de $235.. se llena toooodoooo el estadio..
Estamos hablando de llenar estadios.. 
Ustedes no lo llenan desde hace 5 años.. 
Tienen que sacar promociones para intentar llenar, afición pecho frío, blandengue..",1,1,1,
3060,,¡UNA TRISTE HISTORIA! Una lesión en el cerebro le impedía recordar que terminamos nuestra relación https://t.co/AOFDhRUD8K,0,0,0,3060.0
4689,,@perezreverte Alucinante. En un medio serio deberían anunciar una rectificación inmediata de la misma duración y en el mismo horario que la metedura de pata.,0,0,0,4689.0
4620,4620.0,"@RosendoChV No empieces 😝
Que al rato te tunden como al gilipollas ese …",1,1,0,
2487,,"Pasa en los Simpsons, pasa en la vida real, y nos lo comunican por @canaltranscom 

#ECDQEMSD https://t.co/sQ6g3WUYU0",0,0,0,2487.0
3234,,"@DeniseDresserG Empiezas con error garrafal al comparar a tu ídolo Fecal con las acciones de tu Presidente. Aquellas ideas de combatir el Narco,que sólo logró ""olvidarlas"", por algo es nombrado El Carnicero de Michoacan.",0,0,1,3234.0
2057,2057.0,"#Video

Ya está disponible @ElWildBrunch de este miércoles y suenan bandas como Spacemen 3, Panda Bear &amp; Sonic Boom o Coronel Hans Landa, entre otras.

¿Estás listo para escuchar?

 #CulturaBUAP &gt;&gt; https://t.co/ZyuVoAMQjS https://t.co/PyfJTtx8PK",0,0,0,
2695,2695.0,@Discosthu @GalaMontes2 Típico palurdo sin argumentos. 🫢,0,0,1,
3268,3268.0,@AlbertoRodNews Mantenimito no es que las empresas constructora de la misma y su tecnología no están en disponibilidad de suministrar repuestos y accesorios y partes por miedo a que el departamento de estado le revoque su licencia de comercialización #BloqueoBestial,0,0,0,
1120,1120.0,"@LeonardoCurzio @lopezobrador_ @SEP_mx No sea hipócrita dijiste mas al respecto y en tono despectivo, discriminador y humillante, bueno, ya sabemos desde hace mucho tiempo como eres, AMLO tiene razón y te describió a la perfección.",0,0,0,
2458,2458.0,"@javims123 Son semanas con la misma cantinela, es verdad que me he venido arriba, cuando le tiras a las fans y tal joe, me haces reír muchísimo, pero estáis monotema con Ari y venga Ari, parecéis bullies.",0,0,0,
2662,,@FierroGral Huevos? Conocimientos para exigir al gobierno  resultados??? No vender al país por una beca o una pensión??,0,0,0,2662.0
3859,3859.0,"@Vanessa26827228 @HaffelyGalarza3 Y unos tenis de $7,500.00 DÓLARES....pa'tu hijo.",0,0,0,
3533,3533.0,@epigmenioibarra @SCJN Los ministros son como la suripanta del bar.  🤭,0,0,0,
5099,5099.0,Por qué tienen que poner música de putero en los anuncios/ads que salen de la ni verga.,1,0,0,
745,,@CaraveoBertha @DeniseDresserG @CitlaHM @ClaudioXGG Ignorante ! Tu solo sirves para servir a López (que en idioma Chairo es Pueblo),0,0,1,745.0
3967,,"@Lauritatorresss @Cordovar97 Nadie menciono a Tigres, no se que vienen a mamar y lo que puso Villa es por el documental, ya acepta que no sabías ni que pedo y nadamas le diste cuerda a la bola de pendejos que vinieron a defender al@blandengue",1,1,1,3967.0
2921,,"@AngelElectrico @JorgeAldanaB Lo malo está en no ver más allá de la solución a corto plazo. Porque lluvias seguirán llegando, y no son nuevos los problemas de basura, calles inundadas y calles en mal estado. Aplausos porque sea preventivo, peor que piense a futuro.",0,0,0,2921.0
4898,4898.0,ya es la hora de la paja 😈😈,1,0,0,
1474,1474.0,"@Jonatha74722485 ño dp, y lo más fula es q lo borre sin saber🤦‍♂️ ahora tengo q conseguir el plus para borrar los datos y poder instalar el original no?",0,0,0,
1502,,Tengo ganas de ver un tuit de una mujer bonita con un mensaje donde ya dejo atrás todos sus fantasmas y hoy es mas fuerte que nunca,0,0,0,1502.0
665,665.0,"@Juanpirus_ @SeptemVerba @ManuelHuedo Hombre, pues yo creo que estás muy equivocado. Lo que hay en Inglaterra es una mayor cultura futbolística, tiene mucha más tirada. A ver si te crees que no hay aficionados del Manchester en Leeds o en Liverpool. Ahora eres cateto en función del equipo que te guste 🤣",0,0,0,
4711,4711.0,"@GGallegos24 Sos un fino lameculos de Nayib,ya se te olvido todo lo que gueviaste con Arena, Eres un inmoral doble cara",1,0,1,
4033,,@freddyzur Un venezolano con una camiseta de la selección de Colombia 🤣🤣🤣🤣 para mí que es uno de los inútiles que se fueron por el tapón del Darién pero tenían tiempo en Colombia viviendo de lo mismo pedir y dijeron aquí en gringolandia es más papayita la Vaina.,0,0,1,4033.0
4471,4471.0,"Uds alguna vez se han echado un coñazo en el dedo chiquito del pie, no? 

Bueno, yo anoche me di uno pero tan arrecho que así me amaneció el dedo 🙂 me palpita el coño e su madre. Ah, y no me puedo calzar las botas 😭 https://t.co/Hg3KU3mF65",1,0,0,
250,250.0,bicha pendeja,1,0,1,
3457,,"@jgnaredo Es mejor, de todas formas no tenían futuro y el nuevo PRI, osea Morena, está más cerca de su padre el PRI; que el PRI de la izquierda del PRD y la derecha del PAN.",0,0,0,3457.0
2310,,"No es por nada pero ya es urgente que @RicardoMonrealA y su achichincle de @gibranrr te retiren del @PartidoMorenaMx.
Dejen de simular ser de izquierda cuando claramente no lo son y ya lo han demostrado.",0,0,1,2310.0
4294,,Siguen lloviendo boyas en #Apodaca 🆘🙄 ojalá empiece a llover pavimento para que por fin se tapen https://t.co/byaH9v37hE,0,0,0,4294.0
2209,,@gabrieltite2020 😁🤣😄😂 mamarracho se puede ser felizmente casado solo debes estar con la persona indicada 😘,0,0,0,2209.0
4947,4947.0,me gusta tener dates con mi mamá por q así me picha jajaj😘,0,0,0,
4602,,@LauraSofia1200 Uuy que mala onda,0,0,0,4602.0
5829,,@IranLws @JosLucianoCruz1 @ChumelTorres Es que por eso traga.,0,0,0,5829.0
2539,,"Cuando la Rosalía dijo ""Si no lo puedes tener, mejor dejarlo ir. ¡Qué pena cuando quieres algo pero Dios tiene otros planes pa'ti!""",0,0,0,2539.0
3288,,"Con razón, chingo de dudas 😅 https://t.co/BWkhFynH0z",1,0,0,3288.0
4623,4623.0,"Una falsa proyección polar (nada puede verse en al sur del Ecuador) es la mejor prueba que tienen.
Lo que ocurre es que los gilipollas de la ONU la utilizan en su bandera y ahí mal vamos https://t.co/gqw4DnQMu2",1,0,0,
1838,,"@EnriqueVonBeas @adelarosa @OmarVV9 @enrique_mtzv Cada día más pendejo y más sidoso, jódete Botargaza.",1,0,1,1838.0
5436,,"Detienen a ladrones del ACIM, cazaban a sus víctimas en las casas de cambio del aeropuerto https://t.co/rBDx145qEl",0,0,0,5436.0
4761,4761.0,Madre santa con el mujerón que tengo de novia,0,0,0,
4335,4335.0,"@greihar Solo días, bueno el chingadazo que me metí cuando salí de mi casa.",1,0,0,
2946,2946.0,"@Maldini24876685 Xavi no sirve ni como gestor, como lo fue Valverde, y mira que me parecía un mal entrenador, Xavi me parece un pintamonas más, plano, sin carácter, sin valentía, sin huevos. A Setién lo echaron por ponerlos a entrenar.",1,0,1,
2034,2034.0,@iba_carola La más hermosa lenteja de todas. ♥️,0,0,0,
666,,"@ryo_hermoso Yo diría que más que pendejos son,,,
,,,, Si pendejos, es la palabra correcta",1,0,1,666.0
2309,,@DiegodelBosqueV Atentamente el multiusos que encontró hueso siendo achichincle en morena........seguro te levantas re temprano a chingarle.,1,0,1,2309.0
1672,,Oye @atnTAGPASE ya deja de cobrarme doble ¡No mames! Cada que uso tu maldito servicio -por necesidad y no por gusto- me cobras dos veces la tarifa #QuePedo @Profeco ... se necesita una investigación urgente a funcionamiento de @atnTAGPASE,1,1,0,1672.0
124,,Me encanta sufrir a lo pendejo,1,0,0,124.0
5222,,@BeautyOfertasMx Recién compré pan de muerto en heb y mi gordo también lo mordió jsjsjs😂,0,0,0,5222.0
4223,,"""Perilli no es un escritor complaciente, no concede con facilidad, exige reflexión, tiempo y medida, pero es, sin duda, generoso en su escritura"", por Estela Peña Moratore https://t.co/GC64whkF4E",0,0,0,4223.0
1359,,@Hombrepalta1 @TvDannyZ Patreon es propiedad privada,0,0,0,1359.0
774,774.0,Jajajajaja https://t.co/4A2LnqJqZ0,0,0,0,
3827,,@MemoriasPez Que torta el real Elcano¿Porque no pasó por el canal de Panamá?,0,0,0,3827.0
3337,3337.0,"Hoy una paciente me regaló unas pantuflas tejidas.
Las ventajas de una buena atención en el Instituto. https://t.co/BN9fuxG8PT",0,0,0,
2344,2344.0,No le pegue a la negra 🎶,0,0,0,
2016,,"@universal881fm Mil felicitaciones a don Pancho Aguirre, por ser uno de los mejores empresarios del pais; enhorabuena, para el propietario de GRC, uno de los mejores grupos radiofonicos del pais.",0,0,0,2016.0
